time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,image_path
2023-07-29,14.5,12.7,16.3,0.0,,,19.7,,1024.5,,images\img_2023-07-29_-23.5505_-46.6333.png
2023-07-30,14.7,12.3,20.3,0.0,,,13.8,,1025.0,,images\img_2023-07-30_-23.5505_-46.6333.png
2023-07-31,16.2,12.3,23.4,0.0,,,9.1,,1024.2,,images\img_2023-07-31_-23.5505_-46.6333.png
2023-08-01,16.8,13.7,23.2,0.0,,,10.3,,1023.7,,images\img_2023-08-01_-23.5505_-46.6333.png
2023-08-02,18.8,12.5,27.3,0.0,,,8.2,,1021.5,,images\img_2023-08-02_-23.5505_-46.6333.png
2023-08-03,18.8,12.1,27.2,0.0,,,10.1,,1019.9,,images\img_2023-08-03_-23.5505_-46.6333.png
2023-08-04,16.3,10.0,23.7,0.0,,,8.0,,1020.4,,images\img_2023-08-04_-23.5505_-46.6333.png
2023-08-05,17.3,12.3,25.7,0.0,,,7.6,,1021.0,,images\img_2023-08-05_-23.5505_-46.6333.png
2023-08-06,19.2,11.8,29.0,0.0,,,10.6,,1020.1,,images\img_2023-08-06_-23.5505_-46.6333.png
2023-08-07,21.7,15.1,29.1,0.0,,,15.7,,1019.1,,images\img_2023-08-07_-23.5505_-46.6333.png
2023-08-08,16.7,15.3,19.8,0.6,,,21.6,,1025.0,,images\img_2023-08-08_-23.5505_-46.6333.png
2023-08-09,17.8,14.6,25.2,1.7,,,18.4,,1022.4,,images\img_2023-08-09_-23.5505_-46.6333.png
2023-08-10,20.0,13.8,27.8,0.0,,,14.6,,1017.6,,images\img_2023-08-10_-23.5505_-46.6333.png
2023-08-11,21.0,15.4,29.1,0.0,,,14.8,,1016.8,,images\img_2023-08-11_-23.5505_-46.6333.png
2023-08-12,18.9,13.4,28.9,0.5,,,12.9,,1018.2,,images\img_2023-08-12_-23.5505_-46.6333.png
2023-08-13,15.1,13.1,16.9,0.0,,,19.9,,1022.7,,images\img_2023-08-13_-23.5505_-46.6333.png
2023-08-14,15.7,13.2,19.9,1.7,,,13.7,,1022.5,,images\img_2023-08-14_-23.5505_-46.6333.png
2023-08-15,17.9,15.3,23.6,0.0,,,12.1,,1021.5,,images\img_2023-08-15_-23.5505_-46.6333.png
2023-08-16,19.1,16.0,24.8,0.0,,,11.2,,1021.2,,images\img_2023-08-16_-23.5505_-46.6333.png
2023-08-17,19.6,13.7,26.3,0.0,,,9.9,,1018.0,,images\img_2023-08-17_-23.5505_-46.6333.png
2023-08-18,20.5,13.6,27.4,0.0,,,13.6,,1012.4,,images\img_2023-08-18_-23.5505_-46.6333.png
2023-08-19,19.8,15.6,25.1,0.6,,,16.3,,1011.6,,images\img_2023-08-19_-23.5505_-46.6333.png
2023-08-20,18.6,14.1,23.7,0.0,,,10.9,,1013.5,,images\img_2023-08-20_-23.5505_-46.6333.png
2023-08-21,19.5,15.2,25.2,0.0,,,15.3,,1013.2,,images\img_2023-08-21_-23.5505_-46.6333.png
2023-08-22,20.5,12.0,28.9,0.0,,,13.7,,1012.1,,images\img_2023-08-22_-23.5505_-46.6333.png
2023-08-23,24.2,18.2,31.1,0.0,,,19.7,,1009.6,,images\img_2023-08-23_-23.5505_-46.6333.png
2023-08-24,25.1,19.7,31.9,0.3,,,22.0,,1009.1,,images\img_2023-08-24_-23.5505_-46.6333.png
2023-08-25,18.0,14.5,23.8,4.2,,,15.1,,1013.3,,images\img_2023-08-25_-23.5505_-46.6333.png
2023-08-26,13.0,12.0,14.7,14.3,,,21.4,,1018.0,,images\img_2023-08-26_-23.5505_-46.6333.png
2023-08-27,11.6,10.9,13.1,3.1,,,20.4,,1022.0,,images\img_2023-08-27_-23.5505_-46.6333.png
2023-08-28,12.8,11.2,16.0,0.7,,,17.6,,1022.6,,images\img_2023-08-28_-23.5505_-46.6333.png
2023-08-29,14.9,11.6,20.3,0.5,,,13.4,,1021.6,,images\img_2023-08-29_-23.5505_-46.6333.png
2023-08-30,16.1,12.4,23.6,0.0,,,10.8,,1018.6,,images\img_2023-08-30_-23.5505_-46.6333.png
2023-08-31,16.2,11.3,24.0,0.0,,,9.1,,1019.6,,images\img_2023-08-31_-23.5505_-46.6333.png
2023-09-01,16.2,8.6,26.4,0.0,,,10.7,,1018.8,,images\img_2023-09-01_-23.5505_-46.6333.png
2023-09-02,20.8,15.1,28.9,2.2,,,14.7,,1016.4,,images\img_2023-09-02_-23.5505_-46.6333.png
2023-09-03,23.2,17.6,29.4,0.4,,,13.6,,1015.5,,images\img_2023-09-03_-23.5505_-46.6333.png
2023-09-04,24.5,18.7,30.8,0.0,,,15.9,,1014.5,,images\img_2023-09-04_-23.5505_-46.6333.png
2023-09-05,19.9,15.5,25.5,4.2,,,19.6,,1019.8,,images\img_2023-09-05_-23.5505_-46.6333.png
2023-09-06,16.5,14.8,19.8,0.9,,,23.3,,1025.0,,images\img_2023-09-06_-23.5505_-46.6333.png
2023-09-07,17.9,14.3,25.0,0.0,,,17.4,,1022.6,,images\img_2023-09-07_-23.5505_-46.6333.png
2023-09-08,21.2,14.0,28.8,0.0,,,15.8,,1017.4,,images\img_2023-09-08_-23.5505_-46.6333.png
2023-09-09,21.6,15.4,28.5,0.4,,,14.5,,1017.5,,images\img_2023-09-09_-23.5505_-46.6333.png
2023-09-10,19.4,14.4,26.2,0.0,,,12.7,,1020.3,,images\img_2023-09-10_-23.5505_-46.6333.png
2023-09-11,21.4,16.0,28.1,0.0,,,11.6,,1018.0,,images\img_2023-09-11_-23.5505_-46.6333.png
2023-09-12,23.1,16.0,29.7,0.0,,,12.7,,1016.1,,images\img_2023-09-12_-23.5505_-46.6333.png
2023-09-13,24.2,14.5,32.3,0.0,,,15.7,,1011.9,,images\img_2023-09-13_-23.5505_-46.6333.png
2023-09-14,19.0,13.3,24.5,13.0,,,17.1,,1015.5,,images\img_2023-09-14_-23.5505_-46.6333.png
2023-09-15,15.1,12.1,21.2,0.0,,,15.3,,1020.2,,images\img_2023-09-15_-23.5505_-46.6333.png
2023-09-16,19.2,12.5,28.3,0.0,,,12.2,,1017.1,,images\img_2023-09-16_-23.5505_-46.6333.png
2023-09-17,22.4,15.0,30.8,0.0,,,10.9,,1016.7,,images\img_2023-09-17_-23.5505_-46.6333.png
2023-09-18,23.3,16.3,31.1,2.4,,,11.7,,1016.6,,images\img_2023-09-18_-23.5505_-46.6333.png
2023-09-19,23.2,17.6,30.3,0.2,,,9.9,,1016.3,,images\img_2023-09-19_-23.5505_-46.6333.png
2023-09-20,20.2,14.9,27.3,0.0,,,10.3,,1017.7,,images\img_2023-09-20_-23.5505_-46.6333.png
2023-09-21,21.1,15.0,31.1,0.1,,,10.6,,1016.0,,images\img_2023-09-21_-23.5505_-46.6333.png
2023-09-22,24.0,17.0,33.6,0.0,,,10.4,,1013.8,,images\img_2023-09-22_-23.5505_-46.6333.png
2023-09-23,23.6,16.1,32.1,0.0,,,8.5,,1013.6,,images\img_2023-09-23_-23.5505_-46.6333.png
2023-09-24,26.9,18.4,35.5,0.0,,,12.3,,1011.2,,images\img_2023-09-24_-23.5505_-46.6333.png
2023-09-25,22.6,18.5,31.3,0.2,,,14.9,,1013.3,,images\img_2023-09-25_-23.5505_-46.6333.png
2023-09-26,26.4,19.1,35.6,0.4,,,13.8,,1009.4,,images\img_2023-09-26_-23.5505_-46.6333.png
2023-09-27,25.2,17.0,32.9,13.6,,,22.1,,1008.6,,images\img_2023-09-27_-23.5505_-46.6333.png
2023-09-28,15.6,14.2,17.1,1.6,,,23.4,,1018.1,,images\img_2023-09-28_-23.5505_-46.6333.png
2023-09-29,17.4,13.8,23.9,0.0,,,17.3,,1019.7,,images\img_2023-09-29_-23.5505_-46.6333.png
2023-09-30,20.0,15.6,28.7,12.7,,,13.0,,1016.2,,images\img_2023-09-30_-23.5505_-46.6333.png
2023-10-01,19.7,16.5,24.2,35.5,,,17.3,,1013.0,,images\img_2023-10-01_-23.5505_-46.6333.png
2023-10-02,17.8,16.0,22.9,12.6,,,12.1,,1012.7,,images\img_2023-10-02_-23.5505_-46.6333.png
2023-10-03,19.9,15.9,26.4,1.8,,,9.2,,1012.4,,images\img_2023-10-03_-23.5505_-46.6333.png
2023-10-04,23.7,18.3,29.5,0.0,,,14.7,,1009.3,,images\img_2023-10-04_-23.5505_-46.6333.png
2023-10-05,22.3,18.3,27.6,7.5,,,17.4,,1009.8,,images\img_2023-10-05_-23.5505_-46.6333.png
2023-10-06,24.0,18.0,30.5,0.3,,,12.7,,1012.8,,images\img_2023-10-06_-23.5505_-46.6333.png
2023-10-07,24.7,21.6,29.5,0.4,,,18.5,,1013.6,,images\img_2023-10-07_-23.5505_-46.6333.png
2023-10-08,22.1,18.1,27.8,4.3,,,12.8,,1014.1,,images\img_2023-10-08_-23.5505_-46.6333.png
2023-10-09,19.6,16.3,21.5,13.7,,,16.7,,1016.1,,images\img_2023-10-09_-23.5505_-46.6333.png
2023-10-10,18.9,16.2,24.2,0.0,,,16.4,,1019.2,,images\img_2023-10-10_-23.5505_-46.6333.png
2023-10-11,22.3,16.3,30.2,0.0,,,13.9,,1014.4,,images\img_2023-10-11_-23.5505_-46.6333.png
2023-10-12,22.9,17.4,29.8,5.7,,,17.0,,1011.0,,images\img_2023-10-12_-23.5505_-46.6333.png
2023-10-13,16.2,14.2,17.8,4.6,,,20.7,,1018.3,,images\img_2023-10-13_-23.5505_-46.6333.png
2023-10-14,15.9,14.1,18.3,0.3,,,20.4,,1021.9,,images\img_2023-10-14_-23.5505_-46.6333.png
2023-10-15,18.0,15.0,22.3,0.0,,,15.0,,1021.3,,images\img_2023-10-15_-23.5505_-46.6333.png
2023-10-16,21.9,16.7,29.5,2.9,,,9.8,,1017.2,,images\img_2023-10-16_-23.5505_-46.6333.png
2023-10-17,22.7,18.0,30.1,6.5,,,13.2,,1015.7,,images\img_2023-10-17_-23.5505_-46.6333.png
2023-10-18,18.6,16.1,22.3,2.8,,,16.8,,1018.6,,images\img_2023-10-18_-23.5505_-46.6333.png
2023-10-19,17.2,15.3,20.6,0.5,,,19.4,,1019.9,,images\img_2023-10-19_-23.5505_-46.6333.png
2023-10-20,16.5,15.1,19.6,0.0,,,17.0,,1019.3,,images\img_2023-10-20_-23.5505_-46.6333.png
2023-10-21,17.3,15.3,21.4,0.0,,,16.6,,1019.4,,images\img_2023-10-21_-23.5505_-46.6333.png
2023-10-22,18.6,15.2,25.3,0.0,,,14.2,,1018.1,,images\img_2023-10-22_-23.5505_-46.6333.png
2023-10-23,21.1,15.7,30.1,0.0,,,12.0,,1014.7,,images\img_2023-10-23_-23.5505_-46.6333.png
2023-10-24,24.0,17.4,31.8,0.0,,,12.4,,1010.0,,images\img_2023-10-24_-23.5505_-46.6333.png
2023-10-25,20.2,16.9,22.9,20.0,,,12.6,,1010.3,,images\img_2023-10-25_-23.5505_-46.6333.png
2023-10-26,19.3,16.7,24.6,15.1,,,12.5,,1009.6,,images\img_2023-10-26_-23.5505_-46.6333.png
2023-10-27,20.4,16.5,27.4,0.9,,,14.3,,1012.0,,images\img_2023-10-27_-23.5505_-46.6333.png
2023-10-28,23.5,18.9,28.3,0.0,,,16.3,,1010.4,,images\img_2023-10-28_-23.5505_-46.6333.png
2023-10-29,23.9,21.2,28.2,2.6,,,23.4,,1009.9,,images\img_2023-10-29_-23.5505_-46.6333.png
2023-10-30,22.6,20.3,25.2,0.7,,,10.9,,1012.0,,images\img_2023-10-30_-23.5505_-46.6333.png
2023-10-31,22.8,19.6,28.3,12.9,,,11.7,,1011.5,,images\img_2023-10-31_-23.5505_-46.6333.png
2023-11-01,19.4,16.4,22.6,4.6,,,16.8,,1014.1,,images\img_2023-11-01_-23.5505_-46.6333.png
2023-11-02,18.7,16.0,22.9,0.0,,,14.0,,1014.1,,images\img_2023-11-02_-23.5505_-46.6333.png
2023-11-03,22.3,16.7,29.0,0.7,,,21.0,,1008.9,,images\img_2023-11-03_-23.5505_-46.6333.png
2023-11-04,20.9,14.3,25.6,3.3,,,16.5,,1010.4,,images\img_2023-11-04_-23.5505_-46.6333.png
2023-11-05,15.8,10.5,21.0,0.0,,,15.0,,1016.9,,images\img_2023-11-05_-23.5505_-46.6333.png
2023-11-06,15.6,10.6,21.8,0.0,,,16.0,,1019.7,,images\img_2023-11-06_-23.5505_-46.6333.png
2023-11-07,17.8,12.5,25.1,0.0,,,15.5,,1019.0,,images\img_2023-11-07_-23.5505_-46.6333.png
2023-11-08,22.1,12.8,30.8,0.0,,,11.7,,1015.5,,images\img_2023-11-08_-23.5505_-46.6333.png
2023-11-09,24.2,15.9,31.5,0.0,,,11.7,,1013.8,,images\img_2023-11-09_-23.5505_-46.6333.png
2023-11-10,22.5,18.2,30.1,2.1,,,12.4,,1015.5,,images\img_2023-11-10_-23.5505_-46.6333.png
2023-11-11,26.2,19.2,33.0,0.0,,,12.6,,1011.7,,images\img_2023-11-11_-23.5505_-46.6333.png
2023-11-12,27.1,19.6,35.0,0.0,,,11.7,,1010.2,,images\img_2023-11-12_-23.5505_-46.6333.png
2023-11-13,28.2,20.2,36.3,0.0,,,13.0,,1010.0,,images\img_2023-11-13_-23.5505_-46.6333.png
2023-11-14,26.1,19.8,36.2,0.0,,,14.5,,1010.9,,images\img_2023-11-14_-23.5505_-46.6333.png
2023-11-15,27.4,20.6,35.0,0.0,,,15.2,,1010.7,,images\img_2023-11-15_-23.5505_-46.6333.png
2023-11-16,27.5,20.1,33.9,0.0,,,12.9,,1008.3,,images\img_2023-11-16_-23.5505_-46.6333.png
2023-11-17,28.5,22.2,34.8,0.0,,,13.6,,1007.7,,images\img_2023-11-17_-23.5505_-46.6333.png
2023-11-18,28.5,24.1,34.7,0.9,,,19.0,,1008.3,,images\img_2023-11-18_-23.5505_-46.6333.png
2023-11-19,22.1,19.2,25.7,9.4,,,15.6,,1013.9,,images\img_2023-11-19_-23.5505_-46.6333.png
2023-11-20,20.8,18.5,25.0,1.9,,,19.0,,1015.4,,images\img_2023-11-20_-23.5505_-46.6333.png
2023-11-21,22.8,18.2,29.7,3.7,,,11.9,,1012.7,,images\img_2023-11-21_-23.5505_-46.6333.png
2023-11-22,24.2,20.0,29.9,10.0,,,14.9,,1010.8,,images\img_2023-11-22_-23.5505_-46.6333.png
2023-11-23,23.2,20.2,27.1,9.7,,,17.7,,1013.6,,images\img_2023-11-23_-23.5505_-46.6333.png
2023-11-24,18.0,16.4,19.9,14.2,,,20.1,,1020.0,,images\img_2023-11-24_-23.5505_-46.6333.png
2023-11-25,16.9,15.3,20.4,0.2,,,18.5,,1019.7,,images\img_2023-11-25_-23.5505_-46.6333.png
2023-11-26,18.5,14.8,23.2,0.6,,,14.9,,1018.0,,images\img_2023-11-26_-23.5505_-46.6333.png
2023-11-27,20.6,16.8,25.9,6.1,,,9.4,,1017.7,,images\img_2023-11-27_-23.5505_-46.6333.png
2023-11-28,21.8,18.4,27.2,24.4,,,11.7,,1015.0,,images\img_2023-11-28_-23.5505_-46.6333.png
2023-11-29,22.6,19.8,27.5,11.3,,,18.9,,1012.0,,images\img_2023-11-29_-23.5505_-46.6333.png
2023-11-30,22.4,19.1,27.2,1.5,,,14.2,,1012.7,,images\img_2023-11-30_-23.5505_-46.6333.png
2023-12-01,22.4,19.0,28.5,0.0,,,10.1,,1013.8,,images\img_2023-12-01_-23.5505_-46.6333.png
2023-12-02,23.2,18.2,30.2,0.0,,,7.4,,1012.2,,images\img_2023-12-02_-23.5505_-46.6333.png
2023-12-03,23.0,17.3,31.0,0.0,,,8.6,,1011.2,,images\img_2023-12-03_-23.5505_-46.6333.png
2023-12-04,22.6,17.9,29.6,0.7,,,11.8,,1014.0,,images\img_2023-12-04_-23.5505_-46.6333.png
2023-12-05,22.6,20.1,26.8,3.7,,,11.9,,1016.6,,images\img_2023-12-05_-23.5505_-46.6333.png
2023-12-06,23.9,19.3,29.9,5.9,,,8.9,,1015.0,,images\img_2023-12-06_-23.5505_-46.6333.png
2023-12-07,25.2,21.0,31.5,25.5,,,11.7,,1013.3,,images\img_2023-12-07_-23.5505_-46.6333.png
2023-12-08,22.2,18.8,29.1,16.2,,,14.9,,1015.1,,images\img_2023-12-08_-23.5505_-46.6333.png
2023-12-09,19.2,17.2,21.2,0.9,,,20.7,,1017.3,,images\img_2023-12-09_-23.5505_-46.6333.png
2023-12-10,19.8,15.4,24.8,0.2,,,16.1,,1015.4,,images\img_2023-12-10_-23.5505_-46.6333.png
2023-12-11,20.8,17.4,28.4,11.4,,,17.0,,1012.8,,images\img_2023-12-11_-23.5505_-46.6333.png
2023-12-12,19.3,15.9,23.6,0.0,,,15.1,,1017.8,,images\img_2023-12-12_-23.5505_-46.6333.png
2023-12-13,20.5,14.8,28.1,0.0,,,11.8,,1015.5,,images\img_2023-12-13_-23.5505_-46.6333.png
2023-12-14,22.9,17.5,31.3,0.0,,,12.9,,1013.7,,images\img_2023-12-14_-23.5505_-46.6333.png
2023-12-15,24.1,18.9,31.3,0.3,,,10.8,,1014.4,,images\img_2023-12-15_-23.5505_-46.6333.png
2023-12-16,24.8,19.1,31.3,0.4,,,9.9,,1014.2,,images\img_2023-12-16_-23.5505_-46.6333.png
2023-12-17,24.6,20.4,30.6,1.0,,,11.0,,1013.0,,images\img_2023-12-17_-23.5505_-46.6333.png
2023-12-18,23.4,19.2,29.9,0.8,,,12.3,,1011.1,,images\img_2023-12-18_-23.5505_-46.6333.png
2023-12-19,22.2,17.9,29.7,0.0,,,15.6,,1010.2,,images\img_2023-12-19_-23.5505_-46.6333.png
2023-12-20,21.2,16.0,28.2,0.0,,,17.5,,1012.5,,images\img_2023-12-20_-23.5505_-46.6333.png
2023-12-21,22.5,16.8,29.8,1.5,,,13.7,,1013.9,,images\img_2023-12-21_-23.5505_-46.6333.png
2023-12-22,23.9,18.7,31.4,9.2,,,11.6,,1013.4,,images\img_2023-12-22_-23.5505_-46.6333.png
2023-12-23,22.7,18.5,29.0,14.0,,,10.4,,1013.6,,images\img_2023-12-23_-23.5505_-46.6333.png
2023-12-24,23.5,19.3,28.9,0.3,,,12.6,,1013.4,,images\img_2023-12-24_-23.5505_-46.6333.png
2023-12-25,25.2,18.7,31.5,0.0,,,12.7,,1012.6,,images\img_2023-12-25_-23.5505_-46.6333.png
2023-12-26,23.2,19.0,28.5,1.9,,,15.2,,1013.7,,images\img_2023-12-26_-23.5505_-46.6333.png
2023-12-27,19.9,16.3,25.2,0.0,,,16.3,,1017.1,,images\img_2023-12-27_-23.5505_-46.6333.png
2023-12-28,21.6,14.7,30.0,0.0,,,11.4,,1015.1,,images\img_2023-12-28_-23.5505_-46.6333.png
2023-12-29,25.7,17.0,33.7,0.0,,,12.9,,1011.3,,images\img_2023-12-29_-23.5505_-46.6333.png
2023-12-30,21.8,18.3,23.9,1.5,,,20.5,,1014.8,,images\img_2023-12-30_-23.5505_-46.6333.png
2023-12-31,20.7,15.8,27.7,0.1,,,18.8,,1016.1,,images\img_2023-12-31_-23.5505_-46.6333.png
